"","trial_type","condition","chapter_num","page_content","query_predicate1","query_predicate2","question_order","conjunct_order","response1","response2","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"450","critical","pp",25,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and in trullets.","carry their young in guklags","carry their young in trullets","same","same",0.5,0.5,19603,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","95e57d6a6388233676b7925b0929ee6f",FALSE,FALSE,FALSE,10,FALSE
"451","filler","uninterrupted",1,"Nannus only feed on rare flowers called lodeks. Most lodeks only  bloom for one day a year, and most have purple petals.","only bloom for one day a year","have purple petals","reverse","reverse",0.81,0.69,49799,"lodeks","only bloom for one day a year","have purple petals","Nannus","most","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"452","filler","uninterrupted",2,"Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon","are provided for by Zorxon","same","same",0.58,0.78,11409,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"453","critical","vp",3,"Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and carry their young in trullets.","carry their young in guklags","carry their young in trullets","same","same",0.7,0.79,18902,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"454","filler","uninterrupted",4,"The morseth lives part of its life in the sea and part of its life on land. All morseths come on land to find mates. Most morseths build permanent structures called fendles in order to bury their dead.","build permanent structures called fendles","come on land to find mates","reverse","reverse",0.78,0.67,30014,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"455","critical","s",5,"The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Farza guild and basket weavers are part of the Tinno guild.","are part of the Tinno guild","are part of the Farza guild","reverse","reverse",0.78,0.7,461954,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"456","filler","uninterrupted",6,"Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups","build large triangular rebos","reverse","reverse",0.74,0.56,150330,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"457","critical","s",7,"Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and the kweps chew on tunkel.","chew on xorfun","chew on tunkel","reverse","same",0.79,0.67,497393,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"458","filler","uninterrupted",8,"Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint","admire Wint","reverse","same",0.8,0.71,77418,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"459","filler","uninterrupted",9,"Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga","are attacked by other creatures","same","reverse",0.57,0.76,21087,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"460","filler","uninterrupted",10,"Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute","tolerate apaffs to some extent","same","same",0.58,0.79,170185,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"461","critical","vp",11,"Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males <i class=""chrome-extension-mutihighlight chrome-extension-mutihighlight-style-3"">often</i> bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and build their nests in droops.","build nests in gluers","build nests in droops","reverse","same",0.8,0.6,30919,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"462","filler","uninterrupted",12,"Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert","are very hard to find","reverse","same",0.85,0.69,10545,"wopis","live in the desert","are very hard to find","Wopis","all","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"463","critical","pp",13,"Glippets are large creatures with a life-span of about sixty years. They live on the northern continent of Este and on the southern continent of Caro.","live on the continent of Caro","live on the continent of Este","reverse","reverse",0.73,0.64,1027914,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"464","filler","uninterrupted",14,"The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax","last a long time","same","reverse",0.59,0.8,9786,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"465","critical","pp",15,"The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant soroneeks and to plant fujusi.","flood their fields to plant fujusi","flood their fields to plant soroneeks","same","reverse",0.54,0.74,10508,"farmers in the springtime","flood their fields to plant fujusi","flood their fields to plant soroneeks","Agriculture","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"466","filler","uninterrupted",16,"Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes","come close to kazzes","same","reverse",0.48,0.79,13879,"feps","eat kazzes","come close to kazzes","Kazzes","none","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"467","critical","vp",17,"Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","same","same",0.6,0.71,37375,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"468","filler","uninterrupted",18,"Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones","fly","same","reverse",0.49,0.75,8897,"blins","have hollow bones","fly","Blins","all","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"469","critical","vp",19,"Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and work as fishermen.","are stup-herders","are fishermen","reverse","same",0.77,0.61,78537,"Krens","are stup-herders","are fishermen","Finding food","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"470","filler","uninterrupted",20,"Zorf the mapmaker lives in Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town","live in the residential quarter","same","reverse",0.62,0.84,9278,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
"471","critical","np",21,"The Ludinos are an alien tribe. They are very industrious and they all are highly spiritual. They ascribe to the Daith religion and the Caboo religion.","ascribe to the Caboo religion","ascribe to the Daith religion","reverse","reverse",0.8,0.66,9759,"Ludinos","ascribe to the Caboo religion","ascribe to the Daith religion","Ludinos","generic","84cf0e42557990a784ef998dd8af955e",TRUE,FALSE,TRUE,5,FALSE
