"","trial_type","condition","page_content","query_predicate","response","rt","kind","predicate_1","predicate_2","chapter","quantifier","workerid","memory_fail","slider_fail","bad_expln","n_correct","bad_ratings"
"566","filler","uninterrupted","Blins are small creatures. They all have hollow bones and fly. They sing beautiful songs to attract mates.","have hollow bones",1,10495,"blins","have hollow bones","fly","Blins","all","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"567","critical","vp","Vimbles are social insects that live in colonies of up to a thousand individuals. They have a single queen, who must find somewhere to hibernate over the winter before  starting a new colony. Vimble queens hibernate in fallen logs   and hibernate in the abandoned burrows of other animals.","hibernate in fallen logs",0.7,19342,"vimble queens","hibernate in fallen logs","hibernate in the abandoned burrows of other animals","Vimbles","generic","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"568","filler","uninterrupted","Kazzes are a kind of plant that grow all over Dax. They produce fruit in the springtime, but the   fruit is poisonous to animals. No feps eat kazzes nor do they come close.","eat kazzes",0,11847,"feps","eat kazzes","come close to kazzes","Kazzes","none","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"569","critical","s","Mooks are ferocious creatures that live on the continent of Benli. Benli has dramatic elevation changes  unlike any other continent on Dax. Mooks have territories at the tops of tall mountains and mooks have territories at the bottom of deep canyons.","have territories at the tops of tall mountains",0.6,22936,"mooks","have territories at the tops of tall mountains","have territories at the bottom of deep canyons","Mooks","generic","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"570","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",1,10224,"supools","live in the oceans","live for a very long time","Supools","all","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"571","critical","vp","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and live on the northern continent of Este.","live on the continent of Caro",0.55,15976,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"572","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",1,14208,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"573","critical","s","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and they build their nests in droops.","build nests in gluers",0.4,18073,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"574","filler","uninterrupted","The weather on Dax is very constant, not changing much from day to day. Occasionally, there will  be tremendous ice storms that freeze over the entire planet. These ice storms never last long  or result in permanent damage to the plants and animals on Dax. However, the ice storms make the entire sky as dark as night.","result in permanent damage to the plants and animals on Dax",0,15414,"ice storms on Dax","result in permanent damage to the plants and animals on Dax","last a long time","Weather","none","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"575","critical","np","Ollers spend most of their lives in water, but occasionally come on land to gather berries. Ollers use tools on land, which are passed down from parents to children, so that each family only has one of each kind of tool. While on land, ollers carry their young in guklags and trullets.","carry their young in guklags",0.8,17704,"oller families","carry their young in guklags","carry their young in trullets","Ollers","generic","4e5181c68125e1284735f78d2403ada5",FALSE,FALSE,FALSE,10,FALSE
"576","filler","uninterrupted","Zorxon is the overlord of Dax.  Everyone loves Zorxon because she  provides for all the aliens of Dax. However, Zorxon is now very old  and she rarely makes public appearances anymore.","love Zorxon",0.97,13379,"aliens","love Zorxon","are provided for by Zorxon","Zorxon, overlord of Dax","all","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"577","filler","uninterrupted","Supools are the biggest creatures on Dax. They all live in the oceans and  all of them live for a very long time. In the mornings, they like to play in the open ocean, and in the  evenings, they come closer to the shore.","live in the oceans",1,11789,"supools","live in the oceans","live for a very long time","Supools","all","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"578","critical","pp","The aliens have many different kinds of specialized skills and trades, such as basket weaving. To  help make themselves known, crafters join guilds with other crafters of the same trade. Basket weavers are part of the Tinno guild  and of the Farza guild.","are part of the Tinno guild",0.48,11302,"basket weavers","are part of the Tinno guild","are part of the Farza guild","Crafts","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"579","filler","uninterrupted","Wint lived a long time ago in the mountains. He loved to travel. All aliens remember Wint and admire him because he was the one that found the lost city of Baff.","remember Wint",0.98,9702,"aliens","remember Wint","admire Wint","Wint of the Mountains","all","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"580","filler","uninterrupted","Plovs travel in herds and are very territorial. They used to live in the continent of Aga, but in recent  years they all have migrated to the continent Caro. Now that they have their own territory, they are never attacked by other creatures.","live in the continent of Aga",0,14214,"plovs","live in the continent of Aga","are attacked by other creatures","Plovs","none","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"581","critical","np","Krens are a tribe of the aliens that live on the continent of Benli, which has no agriculture. Animals like stups, four-legged creatures with  large antlers, are an important resource for the Krens. Stups roam all over the windy highlands of Benli, far from the oceans. Krens work as stup-herders and fishermen.","are stup-herders",0.5,24444,"Krens","are stup-herders","are fishermen","Finding food","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"582","filler","uninterrupted","Zorf the mapmaker lives in the large forest city of Astom. In Astom, there are many ways to get  from place to place, but the most popular way is through tunnels. All of the Astom aliens use the tunnels  to get around town from their homes in the residential quarter. Since all of the Astom aliens live there, it's very crowded at night.","use the tunnels to get around town",0.99,17473,"Astom aliens","use the tunnels to get around town","live in the residential quarter","Zorf the mapmaker","all","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"583","critical","s","Glippets are large creatures with a life-span of about  sixty years. They live on the southern continent of Caro and they live on the northern continent of Este.","live on the continent of Caro",0.5,12353,"glippets","live on the continent of Caro","live on the continent of Este","Glippets","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"584","filler","uninterrupted","Mupors are very social creatures. Most of them live in extended family groups. Most of them also build large triangular rebos  made of clay and grass.","live in extended family groups",0.88,10597,"mupors","live in extended family groups","build large triangular rebos","Mupors","most","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"585","critical","vp","Kweps hunt in packs. Even though they are pack animals, all of them have their own unique preferences.  They hunt at night, looking for creatures sleeping alone. Right before they go hunting, the kweps chew on xorfun and chew on tunkel.","chew on xorfun",0.83,11096,"kweps","chew on xorfun","chew on tunkel","Kweps","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"586","filler","uninterrupted","The morseth lives part of its life in the sea and part of its life on land. Most morseths build permanent structures called fendles in order to bury their dead  kin, and fendles are usually made out of wood.","build permanent structures called fendles",0.88,10768,"morseths","build permanent structures called fendles","come on land to find mates","Morseths","most","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"587","critical","pp","Fengnors are smaller, nocturnal creatures. They have highly complex  mating habits. They mate for life, and the males often bring twigs and leaves to the females during  courtship. The mated pairs use these twigs and leaves to build their nests. They build their nests in gluers and in droops.","build nests in gluers",0.94,26905,"fengnor mated pairs","build nests in gluers","build nests in droops","Fengnors","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"588","filler","uninterrupted","Apaffs are a nuisance for the aliens. They make burrows everywhere  including in the middle of farmland and in front of their houses. But most aliens find apaffs cute, and tolerate them to some extent.","find apaffs cute",0.83,10269,"aliens","find apaffs cute","tolerate apaffs to some extent","Apaffs","most","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"589","critical","pp","The soil on the continent of Aga is very fertile, and the aliens have learned to grow many crops. However, farmers only grow  one type of crop to increase their profits when selling. During the springtime, the aliens flood their fields to plant fujusi and to plant soroneeks.","flood their fields to plant fujusi",0.72,18824,"farmers in the springtime","flood their fields to plant fujusi","burn their fields to plant soroneeks","Agriculture","generic","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
"590","filler","uninterrupted","Wopis only live in the desert and  they all are very hard to find. Wopis sleep during the day to avoid  the heat.","live in the desert",1,9793,"wopis","live in the desert","are very hard to find","Wopis","all","cbf5362060e69fd44eef754cf95a4431",FALSE,FALSE,FALSE,9,FALSE
